Date,Open,Low,High,Close,Volume,Amount
2015-01-06 11:34:00,1.08,1.08,1.08,1.08,7000,7560
2015-01-06 11:40:00,1.07,1.07,1.07,1.07,5000,5350
2015-01-06 11:41:00,1.06,1.06,1.06,1.06,46000,48760
2015-01-06 12:00:00,1.06,1.06,1.06,1.06,190000,201400
2015-01-06 13:18:00,1.06,1.05,1.06,1.05,200000,210470
2015-01-06 13:21:00,1.07,1.07,1.07,1.07,159000,167050
2015-01-06 13:35:00,1.06,1.06,1.06,1.06,10000,10600
2015-01-06 13:36:00,1.06,1.06,1.06,1.06,16000,16960
2015-01-06 13:37:00,1.06,1.06,1.06,1.06,12000,12720
2015-01-06 13:38:00,1.07,1.07,1.07,1.07,5000,5350
2015-01-06 13:47:00,1.08,1.08,1.08,1.08,15000,16200
2015-01-06 13:58:00,1.09,1.09,1.09,1.09,167000,180770
2015-01-06 14:00:00,1.08,1.08,1.08,1.08,24000,25920
2015-01-06 15:06:00,1.08,1.08,1.08,1.08,6000,6480
2015-01-06 15:08:00,1.08,1.08,1.08,1.08,100000,108000
2015-01-06 15:43:00,1.08,1.08,1.08,1.08,10000,10600
2015-01-06 15:45:00,1.08,1.08,1.08,1.08,941,969
2015-01-06 15:47:00,1.06,1.06,1.07,1.07,51000,54070
2015-01-06 15:57:00,1.06,1.06,1.06,1.06,37000,39220
2015-01-07 11:32:00,1.08,1.08,1.08,1.08,37000,39960
2015-01-07 11:35:00,1.08,1.08,1.08,1.08,42000,45360
2015-01-07 11:44:00,1.08,1.08,1.08,1.08,1000,1080
2015-01-07 13:07:00,1.08,1.08,1.08,1.08,30000,32400
2015-01-07 13:32:00,1.1,1.1,1.1,1.1,20000,22000
2015-01-07 13:41:00,1.09,1.09,1.09,1.09,5000,5450
2015-01-07 13:43:00,1.09,1.09,1.09,1.09,8000,8720
2015-01-07 15:00:00,1.08,1.08,1.08,1.08,4000,4320
2015-01-07 15:53:00,1.08,1.08,1.08,1.08,30000,32400
2015-01-07 15:56:00,1.08,1.08,1.08,1.08,25000,27000
2015-01-08 10:21:00,1.1,1.1,1.1,1.1,23000,25360
2015-01-08 10:40:00,1.1,1.1,1.1,1.1,12000,13240
2015-01-08 10:50:00,1.1,1.1,1.1,1.1,3000,3300
2015-01-08 10:58:00,1.1,1.1,1.1,1.1,10000,11000
2015-01-08 11:02:00,1.1,1.1,1.1,1.1,24000,26400
2015-01-08 11:03:00,1.1,1.1,1.1,1.1,19000,20960
2015-01-08 11:04:00,1.11,1.11,1.11,1.11,1000,1110
2015-01-08 11:26:00,1.11,1.11,1.11,1.11,39000,43340
2015-01-08 11:34:00,1.12,1.12,1.12,1.12,115000,128800
2015-01-08 11:35:00,1.12,1.12,1.12,1.12,193000,216160
2015-01-08 11:36:00,1.12,1.12,1.12,1.12,299000,334880
2015-01-08 11:40:00,1.15,1.15,1.15,1.15,13000,14920
2015-01-08 13:01:00,1.14,1.14,1.14,1.14,78000,89700
2015-01-08 13:05:00,1.15,1.14,1.15,1.14,42000,48050
2015-01-08 13:42:00,1.14,1.14,1.14,1.14,15000,17100
2015-01-08 13:43:00,1.14,1.14,1.14,1.14,16000,18240
2015-01-08 13:55:00,1.14,1.14,1.15,1.15,156000,178960
2015-01-08 13:56:00,1.15,1.15,1.15,1.15,3000,3450
2015-01-08 13:58:00,1.15,1.15,1.15,1.15,26000,29900
2015-01-08 13:59:00,1.15,1.15,1.15,1.15,4000,4600
2015-01-08 14:03:00,1.15,1.15,1.15,1.15,2000,2300
2015-01-08 14:08:00,1.15,1.15,1.15,1.15,53000,60950
2015-01-08 14:14:00,1.15,1.15,1.15,1.15,100000,115000
2015-01-08 14:15:00,1.15,1.15,1.15,1.15,409000,470350
2015-01-08 14:16:00,1.15,1.15,1.17,1.17,47000,54410
2015-01-08 14:17:00,1.16,1.16,1.16,1.16,6000,6960
2015-01-08 14:19:00,1.17,1.17,1.17,1.17,23000,26910
2015-01-08 14:21:00,1.17,1.17,1.18,1.18,158000,186130
2015-01-08 14:22:00,1.19,1.19,1.19,1.19,98000,116620
2015-01-08 14:23:00,1.19,1.19,1.19,1.19,63000,74970
2015-01-08 14:26:00,1.19,1.19,1.19,1.19,9000,10710
2015-01-08 14:31:00,1.2,1.2,1.21,1.21,461000,553280
2015-01-08 14:32:00,1.21,1.21,1.23,1.22,244000,296690
2015-01-08 14:33:00,1.22,1.22,1.22,1.22,83000,101260
2015-01-08 14:34:00,1.22,1.22,1.23,1.23,240000,295060
2015-01-08 14:35:00,1.22,1.22,1.22,1.22,30000,36600
2015-01-08 14:42:00,1.22,1.22,1.23,1.23,35000,42850
2015-01-08 14:43:00,1.24,1.23,1.24,1.23,20000,24700
2015-01-08 14:44:00,1.24,1.24,1.24,1.24,71000,88040
2015-01-08 14:45:00,1.23,1.23,1.23,1.23,65000,80190
2015-01-08 14:48:00,1.23,1.23,1.23,1.23,20000,24600
2015-01-08 14:49:00,1.24,1.24,1.24,1.24,42000,52080
2015-01-08 14:50:00,1.24,1.23,1.24,1.23,11000,13540
2015-01-08 14:51:00,1.23,1.23,1.24,1.24,39000,48060
2015-01-08 14:52:00,1.24,1.24,1.24,1.24,10000,12400
2015-01-08 14:53:00,1.25,1.25,1.25,1.25,380000,474950
2015-01-08 14:54:00,1.25,1.25,1.25,1.25,130000,162500
2015-01-08 14:55:00,1.24,1.24,1.24,1.24,50000,62000
2015-01-08 14:56:00,1.25,1.25,1.26,1.26,345000,431510
2015-01-08 14:57:00,1.26,1.26,1.27,1.27,330000,418360
2015-01-08 14:58:00,1.27,1.26,1.27,1.26,114000,144130
2015-01-08 14:59:00,1.26,1.26,1.26,1.26,600000,756000
2015-01-08 15:00:00,1.27,1.27,1.27,1.27,57000,72390
2015-01-08 15:01:00,1.27,1.27,1.28,1.28,131000,167280
2015-01-08 15:02:00,1.27,1.27,1.27,1.27,37000,47060
2015-01-08 15:03:00,1.27,1.27,1.27,1.27,69000,87630
2015-01-08 15:04:00,1.27,1.27,1.27,1.27,110000,140700
2015-01-08 15:10:00,1.27,1.27,1.27,1.27,2000,2540
2015-01-08 15:12:00,1.27,1.27,1.28,1.28,130000,165660
2015-01-08 15:13:00,1.3,1.3,1.3,1.3,448000,581300
2015-01-08 15:14:00,1.3,1.3,1.32,1.32,52000,68420
2015-01-08 15:15:00,1.32,1.32,1.32,1.32,5000,6600
2015-01-08 15:16:00,1.32,1.32,1.35,1.35,161000,215650
2015-01-08 15:17:00,1.36,1.31,1.36,1.35,465000,628400
2015-01-08 15:18:00,1.32,1.31,1.32,1.31,134000,176260
2015-01-08 15:19:00,1.31,1.31,1.31,1.31,127000,167330
2015-01-08 15:20:00,1.31,1.31,1.32,1.32,64000,84340
2015-01-08 15:21:00,1.3,1.3,1.3,1.3,100000,130100
2015-01-08 15:22:00,1.3,1.3,1.3,1.3,2000,2600
2015-01-08 15:23:00,1.3,1.28,1.3,1.28,87000,112330
2015-01-08 15:24:00,1.28,1.27,1.31,1.31,463000,601020
2015-01-08 15:25:00,1.31,1.31,1.32,1.32,203000,259890
2015-01-08 15:26:00,1.29,1.29,1.29,1.29,2000,2580
2015-01-08 15:28:00,1.29,1.29,1.29,1.29,6000,7740
2015-01-08 15:29:00,1.3,1.3,1.3,1.3,14000,18200
2015-01-08 15:30:00,1.32,1.29,1.32,1.31,357000,469430
2015-01-08 15:33:00,1.31,1.31,1.31,1.31,45000,58950
2015-01-08 15:36:00,1.26,1.26,1.29,1.29,118000,150570
2015-01-08 15:39:00,1.29,1.29,1.29,1.29,20000,25800
2015-01-08 15:40:00,1.29,1.29,1.29,1.29,150000,193470
2015-01-08 15:42:00,1.29,1.29,1.29,1.29,100000,129000
2015-01-08 15:43:00,1.28,1.28,1.28,1.28,4000,5120
2015-01-08 15:44:00,1.28,1.28,1.28,1.28,4000,5120
2015-01-08 15:48:00,1.29,1.29,1.29,1.29,46000,59340
2015-01-08 15:49:00,1.29,1.29,1.29,1.29,8000,10320
2015-01-08 15:50:00,1.29,1.29,1.29,1.29,32000,41280
2015-01-08 15:51:00,1.29,1.29,1.29,1.29,1000,1290
2015-01-08 15:52:00,1.28,1.28,1.28,1.28,5000,6400
2015-01-08 15:53:00,1.29,1.28,1.29,1.28,80000,102700
2015-01-08 15:56:00,1.28,1.28,1.28,1.28,71000,90880
2015-01-08 15:57:00,1.29,1.29,1.29,1.29,20000,25610
2015-01-08 16:00:00,1.29,1.29,1.29,1.29,106000,136740
2015-01-09 09:21:00,1.3,1.3,1.3,1.3,6000,7800
2015-01-09 09:31:00,1.3,1.3,1.3,1.3,7000,9100
2015-01-09 09:32:00,1.31,1.31,1.31,1.31,3000,3900
2015-01-09 09:40:00,1.31,1.3,1.31,1.3,69000,90180
2015-01-09 09:46:00,1.29,1.28,1.29,1.28,211000,270190
2015-01-09 09:47:00,1.29,1.29,1.29,1.29,1000,1290
2015-01-09 09:49:00,1.29,1.29,1.29,1.29,1000,1290
2015-01-09 09:52:00,1.29,1.29,1.29,1.29,1000,1290
2015-01-09 09:54:00,1.29,1.29,1.29,1.29,1000,1290
2015-01-09 09:57:00,1.29,1.28,1.29,1.28,3000,3850
2015-01-09 09:59:00,1.26,1.25,1.26,1.25,11000,13760
2015-01-09 10:00:00,1.25,1.25,1.25,1.25,20000,25000
2015-01-09 10:03:00,1.24,1.23,1.24,1.23,300000,370790
2015-01-09 10:06:00,1.25,1.25,1.25,1.25,35000,43750
2015-01-09 10:10:00,1.25,1.25,1.25,1.25,4000,5000
2015-01-09 10:11:00,1.25,1.25,1.25,1.25,3000,3750
2015-01-09 10:13:00,1.25,1.25,1.26,1.26,9000,11260
2015-01-09 10:16:00,1.26,1.26,1.26,1.26,1000,1260
2015-01-09 10:18:00,1.26,1.26,1.26,1.26,21000,26460
2015-01-09 10:21:00,1.25,1.25,1.25,1.25,1000,1250
2015-01-09 10:22:00,1.25,1.25,1.25,1.25,30000,37500
2015-01-09 10:24:00,1.25,1.25,1.25,1.25,1000,1250
2015-01-09 10:25:00,1.25,1.25,1.25,1.25,13000,16250
2015-01-09 10:27:00,1.27,1.27,1.27,1.27,1000,1270
2015-01-09 10:28:00,1.27,1.27,1.27,1.27,36000,45720
2015-01-09 10:29:00,1.27,1.27,1.28,1.28,19000,24140
2015-01-09 10:32:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 10:35:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 10:38:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 10:40:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 10:43:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 10:46:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 10:48:00,1.27,1.27,1.27,1.27,4000,5080
2015-01-09 10:49:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 10:50:00,1.27,1.27,1.27,1.27,72000,91440
2015-01-09 10:51:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 10:54:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 10:57:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 11:00:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 11:03:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 11:05:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 11:08:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 11:11:00,1.28,1.28,1.28,1.28,1000,1280
2015-01-09 11:13:00,1.27,1.27,1.27,1.27,6000,7620
2015-01-09 11:16:00,1.27,1.27,1.27,1.27,1000,1270
2015-01-09 11:19:00,1.27,1.27,1.27,1.27,1000,1270
2015-01-09 11:20:00,1.27,1.27,1.27,1.27,1000,1270
2015-01-09 11:22:00,1.27,1.27,1.27,1.27,1000,1270
2015-01-09 11:23:00,1.27,1.27,1.27,1.27,1000,1270
2015-01-09 11:25:00,1.26,1.26,1.26,1.26,1000,1260
2015-01-09 11:27:00,1.26,1.25,1.26,1.25,22000,27510
2015-01-09 11:28:00,1.24,1.24,1.24,1.24,2000,2480
2015-01-09 11:30:00,1.23,1.23,1.23,1.23,273000,337720
2015-01-09 11:34:00,1.24,1.24,1.24,1.24,10000,12400
2015-01-09 11:38:00,1.23,1.23,1.23,1.23,10000,12300
2015-01-09 11:39:00,1.24,1.24,1.24,1.24,7000,8680
2015-01-09 11:49:00,1.25,1.25,1.25,1.25,1000,1250
2015-01-09 13:07:00,1.26,1.26,1.26,1.26,40000,50400
2015-01-09 13:51:00,1.25,1.25,1.25,1.25,60000,75000
2015-01-09 13:53:00,1.25,1.25,1.25,1.25,300000,375000
2015-01-09 13:54:00,1.25,1.25,1.25,1.25,6000,7500
2015-01-09 14:01:00,1.25,1.25,1.25,1.25,30000,37500
2015-01-09 14:11:00,1.25,1.25,1.25,1.25,29000,36250
2015-01-09 14:14:00,1.25,1.25,1.25,1.25,10000,12500
2015-01-09 14:26:00,1.25,1.25,1.25,1.25,20000,25000
2015-01-09 14:28:00,1.25,1.25,1.25,1.25,10000,12500
2015-01-09 14:32:00,1.25,1.25,1.25,1.25,1000,1250
2015-01-09 14:43:00,1.24,1.24,1.24,1.24,40000,49600
2015-01-09 14:49:00,1.23,1.23,1.23,1.23,40000,49520
2015-01-09 14:53:00,1.24,1.24,1.24,1.24,12000,14880
2015-01-09 14:54:00,1.23,1.23,1.23,1.23,10000,12300
2015-01-09 15:02:00,1.23,1.23,1.23,1.23,30000,36900
2015-01-09 15:05:00,1.23,1.23,1.23,1.23,21000,25830
2015-01-09 15:10:00,1.24,1.24,1.24,1.24,1000,1240
2015-01-09 15:13:00,1.23,1.23,1.23,1.23,100000,123000
2015-01-09 15:19:00,1.23,1.23,1.23,1.23,40000,49200
2015-01-09 15:21:00,1.23,1.23,1.23,1.23,90000,110700
2015-01-09 15:29:00,1.24,1.24,1.24,1.24,1000,1240
2015-01-09 15:30:00,1.23,1.23,1.23,1.23,5000,6150
2015-01-09 15:42:00,1.23,1.23,1.23,1.23,80000,98400
2015-01-09 15:43:00,1.23,1.23,1.23,1.23,210000,258300
2015-01-09 15:48:00,1.23,1.23,1.23,1.23,10000,12300
2015-01-09 15:53:00,1.22,1.22,1.22,1.22,10000,12200
2015-01-09 15:54:00,1.23,1.22,1.23,1.23,106000,129380
2015-01-09 15:58:00,1.24,1.24,1.24,1.24,1000,1240
2015-01-12 09:36:00,1.26,1.26,1.26,1.26,1000,1260
2015-01-12 10:08:00,1.23,1.23,1.23,1.23,3000,3690
2015-01-12 10:12:00,1.25,1.25,1.25,1.25,1000,1250
2015-01-12 10:31:00,1.24,1.24,1.24,1.24,10000,12400
2015-01-12 10:33:00,1.22,1.22,1.22,1.22,3000,3660
2015-01-12 10:36:00,1.22,1.22,1.22,1.22,3000,3660
2015-01-12 10:41:00,1.24,1.24,1.24,1.24,1000,1240
2015-01-12 11:18:00,1.23,1.23,1.23,1.23,10000,12300
2015-01-12 11:24:00,1.22,1.22,1.22,1.22,9000,10980
2015-01-12 11:25:00,1.22,1.22,1.22,1.22,3000,3660
2015-01-12 11:29:00,1.22,1.22,1.22,1.22,9000,10980
2015-01-12 11:39:00,1.24,1.24,1.24,1.24,30000,37200
2015-01-12 11:48:00,1.22,1.22,1.22,1.22,19000,23180
2015-01-12 11:49:00,1.22,1.22,1.22,1.22,222000,269840
2015-01-12 11:55:00,1.22,1.22,1.22,1.22,119000,145160
2015-01-12 12:00:00,1.22,1.22,1.22,1.22,59000,71980
2015-01-12 13:01:00,1.2,1.2,1.2,1.2,43000,51600
2015-01-12 13:11:00,1.2,1.2,1.2,1.2,1000,1200
2015-01-12 13:19:00,1.2,1.2,1.2,1.2,59000,70800
2015-01-12 13:20:00,1.2,1.2,1.21,1.21,6000,7220
2015-01-12 13:21:00,1.21,1.21,1.21,1.21,4000,4840
2015-01-12 13:31:00,1.21,1.21,1.21,1.21,9000,10890
2015-01-12 14:03:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-12 14:11:00,1.2,1.2,1.22,1.22,2000,2420
2015-01-12 14:42:00,1.21,1.21,1.21,1.21,8000,9680
2015-01-12 14:48:00,1.2,1.2,1.2,1.2,100000,120000
2015-01-12 14:52:00,1.21,1.21,1.21,1.21,29000,35090
2015-01-12 14:53:00,1.21,1.21,1.21,1.21,27000,32470
2015-01-12 14:59:00,1.21,1.21,1.21,1.21,3000,3630
2015-01-12 15:05:00,1.21,1.21,1.21,1.21,40000,48400
2015-01-12 15:40:00,1.21,1.21,1.22,1.22,42000,51040
2015-01-12 15:41:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-12 15:52:00,1.21,1.21,1.21,1.21,1000,1210
2015-01-12 15:53:00,1.21,1.21,1.21,1.21,4000,4840
2015-01-12 15:55:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-12 15:56:00,1.22,1.22,1.22,1.22,2000,2440
2015-01-13 09:31:00,1.25,1.25,1.25,1.25,1000,1260
2015-01-13 11:24:00,1.21,1.21,1.21,1.21,43000,51850
2015-01-13 13:20:00,1.23,1.23,1.23,1.23,1000,1230
2015-01-13 15:36:00,1.23,1.23,1.23,1.23,1000,1230
2015-01-14 10:02:00,1.25,1.25,1.25,1.25,1000,1250
2015-01-14 10:05:00,1.22,1.22,1.22,1.22,2000,2420
2015-01-14 10:06:00,1.24,1.24,1.24,1.24,1000,1240
2015-01-14 10:23:00,1.22,1.22,1.22,1.22,31000,37510
2015-01-14 10:24:00,1.23,1.23,1.23,1.23,3000,3690
2015-01-14 10:29:00,1.24,1.23,1.24,1.23,2000,2470
2015-01-14 10:58:00,1.24,1.24,1.24,1.24,4000,4960
2015-01-14 13:01:00,1.23,1.23,1.23,1.23,3000,3670
2015-01-14 13:06:00,1.22,1.22,1.22,1.22,5000,6100
2015-01-14 13:07:00,1.21,1.21,1.21,1.21,5000,6050
2015-01-14 13:11:00,1.22,1.22,1.22,1.22,5000,6100
2015-01-14 13:54:00,1.22,1.22,1.23,1.22,88000,107020
2015-01-14 13:55:00,1.22,1.22,1.22,1.22,5000,6090
2015-01-14 14:16:00,1.23,1.23,1.23,1.23,28000,34340
2015-01-14 14:43:00,1.22,1.22,1.22,1.22,9000,10980
2015-01-14 15:09:00,1.22,1.22,1.22,1.22,10000,12200
2015-01-14 15:20:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-14 15:21:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-14 15:22:00,1.23,1.22,1.23,1.22,62000,75850
2015-01-14 15:40:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-14 15:41:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-14 15:45:00,1.22,1.22,1.22,1.22,2000,2440
2015-01-14 15:47:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-14 15:52:00,1.22,1.22,1.22,1.22,13000,15860
2015-01-14 15:58:00,1.21,1.21,1.21,1.21,50000,60500
2015-01-15 10:45:00,1.23,1.23,1.23,1.23,1000,1230
2015-01-15 11:15:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-15 11:25:00,1.2,1.2,1.2,1.2,100000,120050
2015-01-15 11:26:00,1.23,1.23,1.24,1.24,44000,54330
2015-01-15 11:31:00,1.22,1.22,1.22,1.22,20000,24400
2015-01-15 11:37:00,1.22,1.22,1.22,1.22,6000,7320
2015-01-15 11:45:00,1.22,1.22,1.23,1.23,42000,51640
2015-01-15 11:47:00,1.22,1.22,1.22,1.22,61000,74420
2015-01-15 13:16:00,1.22,1.22,1.22,1.22,54000,65380
2015-01-15 13:41:00,1.22,1.22,1.22,1.22,15000,18300
2015-01-15 13:42:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-15 14:01:00,1.22,1.22,1.22,1.22,35000,42400
2015-01-15 14:02:00,1.22,1.22,1.22,1.22,7000,8500
2015-01-15 14:03:00,1.22,1.22,1.22,1.22,36000,43580
2015-01-15 14:56:00,1.2,1.2,1.2,1.2,60000,72000
2015-01-15 15:25:00,1.2,1.2,1.2,1.2,13000,15600
2015-01-15 15:33:00,1.22,1.22,1.22,1.22,65000,78300
2015-01-15 15:46:00,1.2,1.2,1.2,1.2,6000,7200
2015-01-15 15:48:00,1.2,1.19,1.2,1.19,15000,17870
2015-01-15 15:49:00,1.19,1.19,1.19,1.19,2000,2380
2015-01-15 15:51:00,1.2,1.2,1.2,1.2,120000,145600
2015-01-15 15:55:00,1.2,1.2,1.2,1.2,7000,8400
2015-01-15 16:00:00,1.2,1.2,1.2,1.2,35000,42000
2015-01-16 11:10:00,1.2,1.2,1.2,1.2,47000,55680
2015-01-16 11:16:00,1.2,1.2,1.2,1.2,64000,76800
2015-01-16 11:17:00,1.23,1.23,1.23,1.23,42000,50610
2015-01-16 11:19:00,1.2,1.2,1.2,1.2,7000,8400
2015-01-16 11:23:00,1.21,1.21,1.21,1.21,19000,22990
2015-01-16 11:29:00,1.23,1.23,1.23,1.23,5000,6150
2015-01-16 11:47:00,1.21,1.21,1.21,1.21,55000,66170
2015-01-16 13:06:00,1.23,1.23,1.23,1.23,4000,4920
2015-01-16 13:16:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-16 13:22:00,1.22,1.22,1.22,1.22,2000,2450
2015-01-16 13:38:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-16 13:51:00,1.21,1.21,1.21,1.21,27000,32700
2015-01-16 13:52:00,1.22,1.22,1.22,1.22,1000,1220
2015-01-16 14:10:00,1.2,1.2,1.2,1.2,50000,60270
2015-01-16 14:11:00,1.21,1.21,1.21,1.21,3000,3630
2015-01-16 14:26:00,1.19,1.19,1.19,1.19,132000,158200
2015-01-16 14:27:00,1.2,1.2,1.2,1.2,4000,4800
2015-01-16 15:03:00,1.19,1.19,1.19,1.19,50000,59500
2015-01-16 15:34:00,1.2,1.2,1.2,1.2,29000,34800
2015-01-16 15:40:00,1.2,1.2,1.2,1.2,34000,40800
2015-01-19 09:38:00,1.19,1.19,1.19,1.19,7000,8330
2015-01-19 10:08:00,1.18,1.18,1.18,1.18,25000,29500
2015-01-19 11:19:00,1.19,1.19,1.19,1.19,1000,1190
2015-01-19 11:31:00,1.19,1.19,1.19,1.19,5000,5950
2015-01-19 11:58:00,1.2,1.2,1.2,1.2,2000,2400
2015-01-19 11:59:00,1.21,1.21,1.21,1.21,1000,1210
2015-01-19 13:10:00,1.18,1.18,1.18,1.18,138000,164180
2015-01-19 13:15:00,1.16,1.16,1.16,1.16,149000,175800
2015-01-19 13:16:00,1.18,1.18,1.18,1.18,29000,34220
2015-01-19 13:43:00,1.17,1.17,1.17,1.17,10000,11700
2015-01-19 13:45:00,1.19,1.19,1.19,1.19,127000,147360
2015-01-19 13:58:00,1.17,1.17,1.17,1.17,1000,1170
2015-01-19 14:28:00,1.17,1.17,1.17,1.17,10000,11710
2015-01-19 14:30:00,1.18,1.18,1.18,1.18,4000,4720
2015-01-19 15:03:00,1.17,1.17,1.17,1.17,25000,29250
2015-01-19 15:07:00,1.18,1.18,1.18,1.18,1000,1180
2015-01-19 15:20:00,1.18,1.18,1.18,1.18,49000,57820
2015-01-19 15:42:00,1.16,1.16,1.16,1.16,80000,92800
2015-01-19 15:52:00,1.17,1.17,1.17,1.17,22000,25750
2015-01-19 15:53:00,1.17,1.17,1.17,1.17,14000,16380
2015-01-19 15:57:00,1.18,1.18,1.18,1.18,1000,1180
2015-01-19 15:59:00,1.16,1.16,1.16,1.16,1094,1266
2015-01-20 11:08:00,1.19,1.19,1.19,1.19,1000,1190
2015-01-20 11:12:00,1.19,1.19,1.19,1.19,4000,4760
2015-01-20 11:42:00,1.19,1.19,1.19,1.19,189,215
2015-01-20 13:21:00,1.17,1.17,1.17,1.17,72000,84240
2015-01-20 13:27:00,1.16,1.16,1.16,1.16,45000,52200
2015-01-20 13:28:00,1.16,1.16,1.16,1.16,6000,6960
2015-01-20 14:00:00,1.15,1.15,1.15,1.15,100000,115020
2015-01-20 14:13:00,1.17,1.17,1.17,1.17,2000,2340
2015-01-20 14:22:00,1.18,1.18,1.18,1.18,13000,15340
2015-01-20 14:51:00,1.18,1.18,1.18,1.18,94,107
2015-01-20 15:14:00,1.18,1.18,1.18,1.18,471,537
2015-01-20 15:42:00,1.17,1.17,1.17,1.17,18000,21060
2015-01-20 15:56:00,1.17,1.17,1.17,1.17,52000,60840
2015-01-20 15:58:00,1.17,1.17,1.17,1.17,9000,10530
2015-01-21 11:55:00,1.17,1.17,1.17,1.17,7000,8190
2015-01-21 11:59:00,1.18,1.18,1.18,1.18,50000,59000
2015-01-21 13:03:00,1.19,1.19,1.19,1.19,63000,74970
2015-01-21 13:08:00,1.19,1.19,1.2,1.2,59000,70410
2015-01-21 13:13:00,1.19,1.19,1.19,1.19,1000,1190
2015-01-21 13:14:00,1.19,1.19,1.19,1.19,1000,1190
2015-01-21 13:21:00,1.2,1.2,1.2,1.2,95000,114000
2015-01-21 13:54:00,1.2,1.2,1.2,1.2,1000,1210
2015-01-21 14:46:00,1.2,1.2,1.2,1.2,36000,43500
2015-01-21 14:47:00,1.2,1.2,1.2,1.2,20000,24000
2015-01-21 14:49:00,1.2,1.2,1.2,1.2,60000,72000
2015-01-21 14:55:00,1.2,1.2,1.2,1.2,36000,43200
2015-01-21 15:01:00,1.2,1.2,1.2,1.2,58000,69600
